Deal Num,Tran Num,Param Seq Num,Param Seq Num_1,Profile Seq Num,Ins Seq Num,Instrument Source ID,Price Band,Commodity Option Exercised Flag,Cash Flow Type,Start Date,End Date,Payment Date,Rate Dtmn Date,Currency,Settlement Type,Volume,Price,Strike,Pymt,Total Value,Realized Value,Unrealized Value,Base Total Value,Base Realized Value,Base Unrealized Value,Df,Tran Status,Rate Status,Strategy,Previous Pymt,Previous Total Value,Previous Realized Value,Previous Unrealized Value,Previous Base Total Value,Previous Base Realized Value,Previous Base Unrealized Value,Change in Total Value,Previous Tran Status,New Deal,Event Source,Param ID,Param ID_1,Previous Volume,Previous Price
25922,25730,0,4,0,0,0,Hourly,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,91020.97,151.42,0,13782395.28,14935480.27,1012551.11,13922929.16,13426823.28,3956688.76,9470134.52,1,t,n,EastCoal1,13076583.21,13985889.49,21488.05,10035767.03,11470711.36,144925.19,3089825.24,949590.78,t,Existing Deal,Profile,3,0,104498.19,160.55
25961,24566,0,0,0,0,2,Hourly,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,-2874.4,154.99,0,-445503.26,-416199.75,-26592.57,-389607.18,-485001.17,-333506.96,-151494.21,1,t,n,EastCoal2,-498191.37,-423260.86,-1733.49,-126409.98,-487786.91,-54159.98,-43139.93,7061.11,t,Existing Deal,Profile,0,5,-2777.73,142.79
24147,25433,1,3,0,0,0,Off Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,58644.13,127.74,0,7491201.17,6830682.81,2163637.0,4667045.81,7373197.64,1118912.77,6254284.87,1,t,n,EastCoal2,7869701.84,5860309.98,1539845.26,4115658.68,8613924.94,298071.37,3036724.59,970372.83,t,New Deal,Profile,5,5,66442.78,120.53
25712,25748,2,2,0,0,2,Hourly,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,99631.81,34.07,0,3394455.77,3169364.6,1143601.81,2025762.79,2822399.5,1685315.49,1137084.01,1,t,n,NorthPower,2960978.97,3191961.03,1013891.51,1610967.12,2495316.82,137254.97,1109408.31,-22596.43,t,New Deal,Profile,4,3,103417.65,29.7
24753,25301,2,2,0,0,1,Hourly,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,45017.02,163.23,0,7348128.17,6638720.4,1849839.99,4788880.41,6139654.34,2011521.7,4128132.64,1,t,n,EastCoal1,6428129.25,5721893.01,822444.5,1781891.29,5661842.68,116876.58,4119117.47,916827.39,t,New Deal,Profile,5,2,48600.11,157.79
25366,25249,0,4,0,0,1,Hourly,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,94356.13,45.07,0,4252630.78,4565092.48,1655579.29,2909513.19,4943760.83,2302409.95,2641350.88,1,t,n,NorthPower,4795129.52,5011827.02,1330659.17,2047020.91,4352250.22,121184.69,1236984.37,-446734.54,t,Existing Deal,Profile,4,2,88631.51,42.83
25634,25069,1,1,0,0,0,Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,15169.84,74.4,0,1128636.1,1229559.87,69983.59,1159576.28,1315420.35,708934.3,606486.05,1,t,n,WestGas1,1081939.64,996327.16,5898.0,389900.53,1382829.24,446036.6,362218.63,233232.71,t,New Deal,Profile,1,3,17964.2,64.33
24712,24004,0,0,0,0,2,Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,24681.93,77.33,0,1908653.65,1749075.82,400222.85,1348852.97,2014235.57,173978.53,1840257.04,1,t,n,EastCoal1,2138574.64,1984053.87,211109.31,105449.41,2220860.97,57005.72,82393.78,-234978.05,t,New Deal,Profile,2,1,27994.73,92.45
25206,25666,3,4,0,0,2,Hourly,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,33196.65,182.92,0,6072331.22,5593212.94,1263607.06,4329605.88,5406699.24,2176972.85,3229726.39,1,t,n,WestGas1,6460950.03,5754959.53,856921.16,2441334.32,5913396.37,2053257.02,1489806.43,-161746.59,t,New Deal,Profile,2,2,30756.14,171.01
25743,24968,3,2,0,0,1,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,28633.89,199.73,0,5719046.85,5814280.56,1400091.75,4414188.81,6569553.46,516094.24,6053459.22,1,t,n,EastCoal2,5658653.47,5653763.56,1310933.55,1862211.3,5378117.14,409210.72,2157226.57,160517.0,t,New Deal,Profile,2,4,30310.78,222.49
24748,24576,1,0,0,0,2,Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,13925.95,194.29,0,2705672.83,2752473.31,420601.04,2331872.27,2745272.14,217134.95,2528137.19,1,t,n,NorthPower,2479562.99,2394301.38,194013.67,922975.87,2823448.32,21930.28,209723.56,358171.93,t,New Deal,Profile,4,3,11453.94,186.33
24173,25849,2,3,0,0,0,Off Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,45310.8,123.22,0,5583196.78,5943166.03,2377520.92,3565645.11,5013387.54,2277983.34,2735404.2,1,t,n,EastCoal2,6162295.27,6237707.83,2245410.89,334900.52,4403258.51,46761.25,34029.23,-294541.8,t,Existing Deal,Profile,2,3,39551.14,143.95
25749,24544,0,4,0,0,0,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,36546.63,45.94,0,1678952.18,1559880.39,589939.52,969940.87,1944854.91,188187.47,1756667.44,1,t,n,EastCoal1,1480533.06,1458561.37,406279.82,229545.38,1958255.71,9914.36,5946.17,101319.02,t,New Deal,Profile,5,3,39903.25,53.92
25263,24968,4,1,0,0,2,Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,85284.83,179.96,0,15347858.01,16005933.18,4412460.18,11593473.0,15226891.72,3464382.28,11762509.44,1,t,n,WestGas1,13730532.03,16175318.58,3731018.95,11568816.53,15508533.35,3231978.72,4166188.19,-169385.4,t,Existing Deal,Profile,0,3,73972.8,155.58
25276,25394,0,4,0,0,0,Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,64800.71,30.36,0,1967349.56,2023834.68,593829.96,1430004.72,2018783.56,61875.58,1956907.98,1,t,n,NorthPower,2137168.48,1632905.2,536756.41,64071.14,1954493.08,56833.05,265457.74,390929.48,t,Existing Deal,Profile,0,5,58349.07,24.7
25860,24227,2,2,0,0,0,Hourly,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,51330.68,127.27,0,6532855.64,6660807.86,2516743.57,4144064.29,7721373.46,2664645.14,5056728.32,1,t,n,WestGas1,6899070.65,5847384.98,871436.67,501428.75,6949280.91,819509.6,3188080.48,813422.88,t,New Deal,Profile,2,0,49780.27,151.45
24122,24368,4,0,0,0,0,Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,89536.76,91.9,0,8228428.24,7931644.05,2467898.0,5463746.05,6787961.07,556903.96,6231057.11,1,t,n,EastCoal2,8901210.88,6815042.61,1002345.92,3901416.6,7336705.91,148718.1,6132978.82,1116601.44,t,Existing Deal,Profile,3,5,98060.8,89.17
24317,24022,2,4,0,0,1,Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,96008.77,109.44,0,10507199.79,10378665.5,2964315.47,7414350.03,8631476.64,1018386.04,7613090.6,1,t,n,EastCoal2,11692281.41,9345544.77,454138.52,7349580.99,7818549.86,661213.79,5840039.94,1033120.73,t,Existing Deal,Profile,2,3,105168.15,97.41
24350,24657,1,1,0,0,1,Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,16597.53,170.82,0,2835190.07,3068022.65,1328138.89,1739883.76,2783795.97,99682.8,2684113.17,1,t,n,NorthPower,2430935.2,3195665.69,803196.9,564485.32,2259083.21,31221.1,25141.09,-127643.04,t,New Deal,Profile,1,5,18839.11,161.69
25664,25098,0,3,0,0,0,Off Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,22526.67,123.87,0,2790378.61,2575450.49,54307.3,2521143.19,2793566.69,1588142.66,1205424.03,1,t,n,WestGas1,2956468.05,2502015.19,20692.72,2284041.29,3122528.11,821185.15,613183.2,73435.3,t,New Deal,Profile,2,5,21605.61,123.49
24753,24260,1,2,0,0,2,Off Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,48719.09,15.45,0,752709.94,694277.71,158163.45,536114.26,717180.22,39485.07,677695.15,1,t,n,NorthPower,861071.4,793166.87,107148.78,190472.58,821466.93,29293.48,291682.85,-98889.16,t,New Deal,Profile,5,1,45677.59,12.57
24704,25978,4,0,0,0,1,Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,9053.11,95.95,0,868645.9,851714.36,233683.71,618030.65,1028683.76,29412.54,999271.22,1,t,n,NorthPower,885507.65,730821.75,136273.89,588782.45,959606.14,19221.22,548764.47,120892.61,t,Existing Deal,Profile,4,4,8634.09,79.57
24095,24433,2,0,0,0,1,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,61613.24,98.16,0,6047955.64,5964564.76,717088.27,5247476.49,7225973.59,656486.84,6569486.75,1,t,n,WestGas1,5072288.85,6850301.99,363861.72,595938.16,7863563.82,610630.81,2561728.4,-885737.23,t,New Deal,Profile,1,0,73740.53,91.62
24662,25351,4,0,0,0,2,Off Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,51999.39,158.92,0,8263743.06,7679608.58,548316.5,7131292.08,8687967.42,2519173.97,6168793.45,1,t,n,EastCoal2,8183129.38,8472049.01,440288.36,1877621.5,9787101.85,2207778.67,2864920.38,-792440.43,t,Existing Deal,Profile,0,0,59075.78,142.88
24520,24013,2,0,0,0,2,Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,70205.58,98.48,0,6913845.52,6556016.7,5145.52,6550871.18,7641628.74,421987.74,7219641.0,1,t,n,EastCoal1,7249611.33,7684134.86,2832.91,3258381.23,8856415.29,392501.26,4944534.29,-1128118.16,t,Existing Deal,Profile,3,5,71491.0,94.45
24758,25259,1,2,0,0,2,Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,26315.99,195.59,0,5147144.48,5187080.42,2101441.33,3085639.09,5257805.95,896863.12,4360942.83,1,t,n,WestGas1,5992260.62,5270858.36,829933.6,2739385.3,6027590.28,642450.04,1876581.39,-83777.94,t,Existing Deal,Profile,0,3,21793.2,159.78
25614,24288,0,1,0,0,1,Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,30678.7,157.46,0,4830668.1,4593623.8,1695098.05,2898525.75,4948310.76,2999467.3,1948843.46,1,t,n,EastCoal2,5497493.06,4537600.0,864793.19,2803103.53,4038624.39,2578571.79,1121581.41,56023.8,t,Existing Deal,Profile,3,5,36270.94,161.57
25721,24333,3,2,0,0,1,Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,34602.93,91.68,0,3172396.62,3213925.7,1476478.68,1737447.02,3512816.76,2265980.5,1246836.26,1,t,n,EastCoal2,2839011.56,3135649.37,125253.96,636956.36,2864988.41,1766972.98,642586.53,78276.33,t,Existing Deal,Profile,3,1,35789.98,100.42
24024,25915,4,4,0,0,2,Off Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,59977.81,174.77,0,10482321.85,10311824.89,592046.08,9719778.81,11855074.11,7603179.33,4251894.78,1,t,n,EastCoal2,8680537.15,10913002.02,144702.3,2080631.56,11563690.22,3043884.12,1956807.41,-601177.13,t,New Deal,Profile,0,3,53188.35,164.24
25403,24992,3,3,0,0,2,Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,-7405.51,112.48,0,-832971.76,-801196.92,-246256.47,-554940.45,-777726.5,-149122.85,-628603.65,1,t,n,WestGas1,-758294.19,-868218.76,-76595.57,-122394.72,-926904.58,-73797.49,-72426.93,67021.84,t,Existing Deal,Profile,0,0,-7539.59,123.7
24037,24432,4,0,0,0,2,Off Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,7349.1,192.13,0,1411982.58,1359492.3,20198.99,1339293.31,1629396.25,386051.58,1243344.67,1,t,n,EastCoal2,1501797.16,1207048.8,8753.1,369687.32,1742652.75,173433.7,262067.66,152443.5,t,New Deal,Profile,2,1,6197.69,200.0
24808,25545,2,4,0,0,1,Off Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,-4139.95,34.21,0,-141627.69,-150094.45,-29804.13,-120290.32,-131888.2,-49282.5,-82605.7,1,t,n,EastCoal2,-137056.9,-178881.4,-15710.34,-55614.77,-140227.65,-26234.49,-14471.58,28786.95,t,Existing Deal,Profile,1,0,-4842.11,33.22
24135,25392,3,1,0,0,0,Off Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,-8682.38,13.12,0,-113912.83,-113027.4,-24168.27,-88859.13,-132880.72,-64962.35,-67918.37,1,t,n,EastCoal1,-112976.93,-133377.99,-23508.26,-71209.16,-142985.44,-40759.21,-25079.97,20350.59,t,Existing Deal,Profile,4,1,-7071.7,13.63
25179,25232,0,4,0,0,1,Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,67417.42,33.15,0,2234887.47,2346035.77,374845.47,1971190.3,2416699.3,1108359.51,1308339.79,1,t,n,EastCoal1,2498755.28,2254736.59,3516.39,482956.16,2345757.22,998739.03,473786.31,91299.18,t,New Deal,Profile,3,1,79228.75,36.85
25473,24787,4,4,0,0,2,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,42425.57,80.09,0,3397863.9,3442529.16,341329.29,3101199.87,2953324.22,643158.95,2310165.27,1,t,n,EastCoal1,2721188.47,3946719.23,331709.59,850998.29,2364434.03,465621.71,2067015.75,-504190.07,t,New Deal,Profile,1,4,50284.12,85.02
24758,25616,3,2,0,0,2,Off Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,14909.21,86.94,0,1296206.72,1184179.72,133168.87,1051010.85,1220600.33,467858.7,752741.63,1,t,n,EastCoal2,1222610.14,1207401.43,128472.16,375566.08,994829.1,55620.35,504176.43,-23221.71,t,New Deal,Profile,3,1,14973.23,76.93
24751,24778,2,3,0,0,1,Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,73446.71,151.55,0,11130848.9,10975718.19,3511135.8,7464582.39,12874386.48,7815925.08,5058461.4,1,t,n,EastCoal1,10249094.83,10606022.26,3101249.21,1427606.19,13696637.1,7494695.12,1735628.49,369695.93,t,New Deal,Profile,0,4,73029.42,129.69
25654,25708,2,3,0,0,2,Off Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,-2513.96,103.84,0,-261049.61,-272533.37,-25614.78,-246918.59,-302561.0,-152476.33,-150084.67,1,t,n,EastCoal2,-264438.24,-269979.74,-5983.51,-15605.27,-336732.37,-15186.47,-44888.73,-2553.63,t,New Deal,Profile,1,3,-2272.63,86.12
25699,24652,4,1,0,0,1,Hourly,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,50923.55,167.42,0,8525620.74,9328231.44,1375878.67,7952352.77,7143199.82,2619257.99,4523941.83,1,t,n,WestGas1,9492541.56,8459817.04,849815.21,4424777.26,6339026.39,42919.35,582293.24,868414.4,t,New Deal,Profile,2,3,50780.6,175.5
25816,24351,4,3,0,0,0,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,26821.95,61.18,0,1640966.9,1479645.51,577491.83,902153.68,1411222.46,366298.09,1044924.37,1,t,n,EastCoal2,1465345.61,1761542.66,229154.02,20388.06,1400251.09,262158.71,36063.39,-281897.15,t,New Deal,Profile,1,5,30903.15,51.56
25223,24658,2,1,0,0,0,Off Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,36743.77,124.26,0,4565780.86,4762960.91,1309040.31,3453920.6,4180365.94,428073.95,3752291.99,1,t,n,EastCoal1,4370635.09,3961768.28,294578.76,659695.2,4571734.56,130447.79,2099372.02,801192.63,t,New Deal,Profile,5,5,35756.25,100.57
